Genre,imdbID,Language,Title,Released
Drama,tt0061465,en,Chelsea Girls,1966-09-01
Action,tt0067065,en,Escape from the Planet of the Apes,1971-05-20
Science Fiction,tt0067065,en,Escape from the Planet of the Apes,1971-05-20
Action,tt0068408,en,Conquest of the Planet of the Apes,1972-06-29
Science Fiction,tt0068408,en,Conquest of the Planet of the Apes,1972-06-29
Drama,tt0107426,en,Little Buddha,1993-12-01
History,tt0107426,en,Little Buddha,1993-12-01
Horror,tt0450278,en,Hostel,2005-09-17
Horror,tt0498353,en,Hostel: Part II,2007-06-08
Horror,tt0365513,en,Monster Man,2003-07-30
Science Fiction,tt0089885,en,Re-Animator,1985-10-18
Comedy,tt0089885,en,Re-Animator,1985-10-18
Horror,tt0089885,en,Re-Animator,1985-10-18
Drama,tt0395584,en,The Devil's Rejects,2005-07-22
Horror,tt0395584,en,The Devil's Rejects,2005-07-22
Crime,tt0395584,en,The Devil's Rejects,2005-07-22
Drama,tt0780180,de,Wer früher stirbt ist länger tot,2006-08-17
Comedy,tt0780180,de,Wer früher stirbt ist länger tot,2006-08-17
Horror,tt0187696,de,Anatomie,2000-02-03
Thriller,tt0187696,de,Anatomie,2000-02-03
Horror,tt0312358,de,Anatomie 2,2003-11-23
Thriller,tt0312358,de,Anatomie 2,2003-11-23
Drama,tt0100157,en,Misery,1990-11-30
Thriller,tt0100157,en,Misery,1990-11-30
Action,tt0118880,en,Con Air,1997-06-05
Thriller,tt0118880,en,Con Air,1997-06-05
Crime,tt0118880,en,Con Air,1997-06-05
Action,tt0109575,en,Death Machine,1994-12-23
Horror,tt0109575,en,Death Machine,1994-12-23
Science Fiction,tt0109575,en,Death Machine,1994-12-23
Thriller,tt0109575,en,Death Machine,1994-12-23
Action,tt0069768,en,Battle for the Planet of the Apes,1973-06-15
Science Fiction,tt0069768,en,Battle for the Planet of the Apes,1973-06-15
Thriller,tt0112722,en,Copycat,1995-05-03
Crime,tt0112722,en,Copycat,1995-05-03
Action,tt0131502,en,No Code of Conduct,1999-03-19
Drama,tt0131502,en,No Code of Conduct,1999-03-19
Thriller,tt0131502,en,No Code of Conduct,1999-03-19
Drama,tt0049261,en,Giant,1956-11-08
Western,tt0049261,en,Giant,1956-11-08
Drama,tt0102175,en,Jungle Fever,1991-06-07
Romance,tt0102175,en,Jungle Fever,1991-06-07
Drama,tt0060390,en,Fahrenheit 451,1966-09-07
Science Fiction,tt0060390,en,Fahrenheit 451,1966-09-07
Drama,tt0124315,en,The Cider House Rules,1999-12-17
Drama,tt0080610,fr,Le Dernier Métro,1980-09-17
Romance,tt0080610,fr,Le Dernier Métro,1980-09-17
War,tt0080610,fr,Le Dernier Métro,1980-09-17
Drama,tt0405676,en,All the King's Men,2006-09-10
Thriller,tt0405676,en,All the King's Men,2006-09-10
Action,tt0033021,en,Santa Fe Trail,1940-12-20
Western,tt0033021,en,Santa Fe Trail,1940-12-20
Drama,tt0058458,fr,La Peau douce,1964-04-20
Romance,tt0058458,fr,La Peau douce,1964-04-20
Drama,tt0351461,is,Nói albínói,2003-02-28
Adventure,tt0069095,it,...più forte ragazzi!,1972-12-22
Action,tt0069095,it,...più forte ragazzi!,1972-12-22
Comedy,tt0069095,it,...più forte ragazzi!,1972-12-22
Drama,tt0238112,en,Captain Corelli's Mandolin,2001-04-18
Romance,tt0238112,en,Captain Corelli's Mandolin,2001-04-18
War,tt0238112,en,Captain Corelli's Mandolin,2001-04-18
Comedy,tt0074554,en,The Front,1976-09-17
Drama,tt0074554,en,The Front,1976-09-17
Science Fiction,tt0800080,en,The Incredible Hulk,2008-06-12
Action,tt0800080,en,The Incredible Hulk,2008-06-12
Adventure,tt0800080,en,The Incredible Hulk,2008-06-12
Crime,tt0055614,en,West Side Story,1961-12-13
Drama,tt0055614,en,West Side Story,1961-12-13
Romance,tt0055614,en,West Side Story,1961-12-13
Action,tt0371746,en,Iron Man,2008-04-30
Science Fiction,tt0371746,en,Iron Man,2008-04-30
Adventure,tt0371746,en,Iron Man,2008-04-30
Action,tt0099141,en,Bird on a Wire,1990-05-18
Adventure,tt0099141,en,Bird on a Wire,1990-05-18
Comedy,tt0099141,en,Bird on a Wire,1990-05-18
Romance,tt0099141,en,Bird on a Wire,1990-05-18
Action,tt0865556,en,The Forbidden Kingdom,2008-04-18
Adventure,tt0865556,en,The Forbidden Kingdom,2008-04-18
Fantasy,tt0865556,en,The Forbidden Kingdom,2008-04-18
Mystery,tt0460829,en,Inland Empire,2006-09-06
Thriller,tt0460829,en,Inland Empire,2006-09-06
Horror,tt0460829,en,Inland Empire,2006-09-06
Drama,tt1012729,en,Helen,2009-01-16
Action,tt0079753,en,The Prisoner of Zenda,1979-08-17
Adventure,tt0079753,en,The Prisoner of Zenda,1979-08-17
Comedy,tt0079753,en,The Prisoner of Zenda,1979-08-17
Adventure,tt0209163,en,The Mummy Returns,2001-05-04
Action,tt0209163,en,The Mummy Returns,2001-05-04
Fantasy,tt0209163,en,The Mummy Returns,2001-05-04
Adventure,tt0859163,en,The Mummy: Tomb of the Dragon Emperor,2008-07-01
Action,tt0859163,en,The Mummy: Tomb of the Dragon Emperor,2008-07-01
Fantasy,tt0859163,en,The Mummy: Tomb of the Dragon Emperor,2008-07-01
Comedy,tt0805613,de,Shoppen,2007-05-02
Drama,tt0805613,de,Shoppen,2007-05-02
Action,tt0435705,en,Next,2007-04-25
Science Fiction,tt0435705,en,Next,2007-04-25
Thriller,tt0435705,en,Next,2007-04-25
Romance,tt0051185,de,Weißer Holunder,1957-08-29
Comedy,tt0051185,de,Weißer Holunder,1957-08-29
Music,tt0051185,de,Weißer Holunder,1957-08-29
Comedy,tt0300237,de,Nackt,2002-09-02
Drama,tt0300237,de,Nackt,2002-09-02
War,tt0117039,en,Michael Collins,1996-10-25
Drama,tt0117039,en,Michael Collins,1996-10-25
Thriller,tt0117039,en,Michael Collins,1996-10-25
History,tt0117039,en,Michael Collins,1996-10-25
Action,tt0458339,en,Captain America: The First Avenger,2011-07-22
Adventure,tt0458339,en,Captain America: The First Avenger,2011-07-22
Science Fiction,tt0458339,en,Captain America: The First Avenger,2011-07-22
Drama,tt0101588,en,City of Hope,1991-10-11
Drama,tt0022626,en,American Madness,1932-08-15
Crime,tt0022626,en,American Madness,1932-08-15
Documentary,tt0124295,en,The Big One,1997-09-06
Comedy,tt0109370,en,Canadian Bacon,1995-06-08
Documentary,tt0486358,en,Jesus Camp,2006-09-15
Documentary,tt0361596,en,Fahrenheit 9/11,2004-06-25
Documentary,tt0309326,en,The Backyard,2002-03-08
Documentary,tt0098213,en,Roger & Me,1989-09-01
History,tt0098213,en,Roger & Me,1989-09-01
Comedy,tt0098213,en,Roger & Me,1989-09-01
Documentary,tt0497116,en,An Inconvenient Truth,2006-05-24
Thriller,tt0940580,en,Afterwards,2008-10-01
Drama,tt0243609,en,To End All Wars,2001-09-02
War,tt0243609,en,To End All Wars,2001-09-02
Action,tt0243609,en,To End All Wars,2001-09-02
Comedy,tt0097884,fr,Milou en Mai,1990-01-24
Romance,tt0097884,fr,Milou en Mai,1990-01-24
Drama,tt0092593,fr,Au revoir les enfants,1987-10-07
War,tt0092593,fr,Au revoir les enfants,1987-10-07
Drama,tt0062728,fr,Les Biches,1968-03-22
Romance,tt0062728,fr,Les Biches,1968-03-22
Drama,tt0087277,en,Footloose,1984-02-17
Romance,tt0087277,en,Footloose,1984-02-17
Comedy,tt0052837,en,The Gazebo,1960-01-15
Crime,tt0052837,en,The Gazebo,1960-01-15
Western,tt0064409,en,Heaven with a Gun,1969-05-20
Drama,tt0254686,fr,La Pianiste,2001-09-05
Romance,tt0254686,fr,La Pianiste,2001-09-05
Comedy,tt0338466,en,Stuck on You,2003-12-10
Comedy,tt0085919,en,Max Dugan Returns,1983-03-25
Drama,tt0085919,en,Max Dugan Returns,1983-03-25
Family,tt0085919,en,Max Dugan Returns,1983-03-25
Drama,tt0112769,fr,La cérémonie,1995-08-30
Thriller,tt0112769,fr,La cérémonie,1995-08-30
Action,tt0086896,en,Angel,1984-04-19
Crime,tt0086896,en,Angel,1984-04-19
Thriller,tt0086896,en,Angel,1984-04-19
Crime,tt0363589,en,Elephant,2003-09-20
Drama,tt0363589,en,Elephant,2003-09-20
Drama,tt0120879,en,Velvet Goldmine,1998-10-23
Music,tt0120879,en,Velvet Goldmine,1998-10-23
Drama,tt0292644,en,The Rules of Attraction,2002-10-11
Romance,tt0292644,en,The Rules of Attraction,2002-10-11
Comedy,tt0292644,en,The Rules of Attraction,2002-10-11
History,tt0045296,en,Viva Zapata!,1952-02-07
Western,tt0045296,en,Viva Zapata!,1952-02-07
Comedy,tt0119809,en,Nowhere,1997-05-09
Drama,tt0119809,en,Nowhere,1997-05-09
Comedy,tt0162710,en,Trick,1999-07-23
Romance,tt0162710,en,Trick,1999-07-23
Drama,tt0118971,en,The Devil's Advocate,1997-10-17
Mystery,tt0118971,en,The Devil's Advocate,1997-10-17
Thriller,tt0118971,en,The Devil's Advocate,1997-10-17
Horror,tt0118971,en,The Devil's Advocate,1997-10-17
Comedy,tt0496566,de,Schröders wunderbare Welt,2006-11-17
Crime,tt0077234,en,The Big Sleep,1978-03-13
Mystery,tt0077234,en,The Big Sleep,1978-03-13
Drama,tt0088915,en,A Chorus Line,1985-12-10
Music,tt0088915,en,A Chorus Line,1985-12-10
Thriller,tt0183649,en,Phone Booth,2003-04-04
Drama,tt0054389,fr,Tirez sur le pianiste,1960-11-25
Thriller,tt0054389,fr,Tirez sur le pianiste,1960-11-25
Crime,tt0054389,fr,Tirez sur le pianiste,1960-11-25
Comedy,tt0463034,en,"You, Me and Dupree",2006-07-13
Romance,tt0463034,en,"You, Me and Dupree",2006-07-13
Comedy,tt0343660,en,50 First Dates,2004-02-13
Romance,tt0343660,en,50 First Dates,2004-02-13
Action,tt0093692,en,Over the Top,1987-02-13
Drama,tt0093692,en,Over the Top,1987-02-13
Comedy,tt0409184,fr,Les Poupées russes,2005-06-15
Drama,tt0409184,fr,Les Poupées russes,2005-06-15
Romance,tt0409184,fr,Les Poupées russes,2005-06-15
Drama,tt0073114,fr,L'Histoire d'Adèle H.,1975-10-08
History,tt0073114,fr,L'Histoire d'Adèle H.,1975-10-08
Romance,tt0073114,fr,L'Histoire d'Adèle H.,1975-10-08
Crime,tt0399295,en,Lord of War,2005-09-16
Drama,tt0399295,en,Lord of War,2005-09-16
Thriller,tt0399295,en,Lord of War,2005-09-16
Comedy,tt0156841,en,The Next Best Thing,2000-03-03
Drama,tt0156841,en,The Next Best Thing,2000-03-03
Romance,tt0156841,en,The Next Best Thing,2000-03-03
Fantasy,tt0120655,en,Dogma,1999-11-12
Comedy,tt0120655,en,Dogma,1999-11-12
Adventure,tt0120655,en,Dogma,1999-11-12
Drama,tt0294870,en,Rent,2005-11-17
Romance,tt0294870,en,Rent,2005-11-17
Crime,tt0037101,en,"Murder, My Sweet",1944-12-14
Mystery,tt0037101,en,"Murder, My Sweet",1944-12-14
Thriller,tt0037101,en,"Murder, My Sweet",1944-12-14
Crime,tt0072973,en,"Farewell, My Lovely",1975-08-08
Mystery,tt0072973,en,"Farewell, My Lovely",1975-08-08
Thriller,tt0072973,en,"Farewell, My Lovely",1975-08-08
Drama,tt0337961,fr,Dans ma peau,2002-12-04
Horror,tt0337961,fr,Dans ma peau,2002-12-04
Romance,tt0227458,fr,Le Secret,2000-11-01
Drama,tt0227458,fr,Le Secret,2000-11-01
Drama,tt0425235,da,Drømmen,2006-03-24
Drama,tt0220967,fr,Alias,1999-01-01
Crime,tt0039217,en,The Brasher Doubloon,1947-02-06
Mystery,tt0039217,en,The Brasher Doubloon,1947-02-06
Mystery,tt0039545,en,Lady in the Lake,1946-12-19
Thriller,tt0039545,en,Lady in the Lake,1946-12-19
Crime,tt0039545,en,Lady in the Lake,1946-12-19
Mystery,tt0068837,en,The Legend of Boggy Creek,1972-08-01
Horror,tt0068837,en,The Legend of Boggy Creek,1972-08-01
Drama,tt0068837,en,The Legend of Boggy Creek,1972-08-01
Documentary,tt0388888,en,Dig!,2004-05-14
Music,tt0388888,en,Dig!,2004-05-14
Romance,tt0137494,en,Entrapment,1999-04-29
Drama,tt0137494,en,Entrapment,1999-04-29
Mystery,tt0137494,en,Entrapment,1999-04-29
Comedy,tt0841044,en,2 Days in Paris,2007-02-09
Romance,tt0841044,en,2 Days in Paris,2007-02-09
Crime,tt0064638,en,Marlowe,1969-09-19
Mystery,tt0064638,en,Marlowe,1969-09-19
Drama,tt0064638,en,Marlowe,1969-09-19
Crime,tt0070334,en,The Long Goodbye,1973-03-07
Mystery,tt0070334,en,The Long Goodbye,1973-03-07
Thriller,tt0070334,en,The Long Goodbye,1973-03-07
Comedy,tt0070334,en,The Long Goodbye,1973-03-07
TV Movie,tt0145400,en,Poodle Springs,1998-07-25
Crime,tt0145400,en,Poodle Springs,1998-07-25
Mystery,tt0145400,en,Poodle Springs,1998-07-25
History,tt0057362,en,Nine Hours to Rama,1963-04-30
Drama,tt0057362,en,Nine Hours to Rama,1963-04-30
Comedy,tt0125664,en,Man on the Moon,1999-12-22
Drama,tt0125664,en,Man on the Moon,1999-12-22
Science Fiction,tt0077156,en,The Amazing Captain Nemo,1978-03-08
Fantasy,tt0077156,en,The Amazing Captain Nemo,1978-03-08
Adventure,tt0077156,en,The Amazing Captain Nemo,1978-03-08
TV Movie,tt0077156,en,The Amazing Captain Nemo,1978-03-08
Drama,tt0469641,en,World Trade Center,2006-08-09
History,tt0469641,en,World Trade Center,2006-08-09
Thriller,tt0469641,en,World Trade Center,2006-08-09
Documentary,tt0390123,en,In the Realms of the Unreal,2004-01-15
Comedy,tt0069660,de,...aber Jonny!,1973-05-01
Adventure,tt0060227,es,Cervantes,1967-11-02
Animation,tt0092106,en,The Transformers: The Movie,1986-08-08
Science Fiction,tt0092106,en,The Transformers: The Movie,1986-08-08
Action,tt0092106,en,The Transformers: The Movie,1986-08-08
Adventure,tt0092106,en,The Transformers: The Movie,1986-08-08
Family,tt0092106,en,The Transformers: The Movie,1986-08-08
Adventure,tt0418279,en,Transformers,2007-06-27
Science Fiction,tt0418279,en,Transformers,2007-06-27
Action,tt0418279,en,Transformers,2007-06-27
Comedy,tt0031725,en,Ninotchka,1939-11-23
Romance,tt0031725,en,Ninotchka,1939-11-23
Drama,tt0096815,en,I skrzypce przestaly grac,1988-01-01
Drama,tt0427925,en,Take The Bridge,2007-01-01
Drama,tt0082059,en,Berlin Tunnel 21,1981-03-25
TV Movie,tt0082059,en,Berlin Tunnel 21,1981-03-25
Drama,tt0065782,it,I girasoli,1970-03-14
War,tt0065782,it,I girasoli,1970-03-14
Comedy,tt0065828,en,Hello-Goodbye,1970-07-12
Adventure,tt1298650,en,Pirates of the Caribbean: On Stranger Tides,2011-05-14
Action,tt1298650,en,Pirates of the Caribbean: On Stranger Tides,2011-05-14
Fantasy,tt1298650,en,Pirates of the Caribbean: On Stranger Tides,2011-05-14
Crime,tt0062686,fr,L'Astragale,1968-12-19
Drama,tt0062686,fr,L'Astragale,1968-12-19
Comedy,tt0059168,fr,Fantômas se déchaîne,1965-12-08
Crime,tt0059168,fr,Fantômas se déchaîne,1965-12-08
Adventure,tt0059168,fr,Fantômas se déchaîne,1965-12-08
Fantasy,tt0059168,fr,Fantômas se déchaîne,1965-12-08
Comedy,tt0058089,fr,Fantômas,1964-11-04
Crime,tt0058089,fr,Fantômas,1964-11-04
Adventure,tt0058089,fr,Fantômas,1964-11-04
Action,tt0389328,en,Rise: Blood Hunter,2007-04-28
Adventure,tt0389328,en,Rise: Blood Hunter,2007-04-28
Horror,tt0389328,en,Rise: Blood Hunter,2007-04-28
Thriller,tt0389328,en,Rise: Blood Hunter,2007-04-28
Drama,tt0112495,en,Beyond Rangoon,1995-05-24
Thriller,tt0112495,en,Beyond Rangoon,1995-05-24
History,tt0438859,en,Goodbye Bafana,2007-02-11
Drama,tt0438859,en,Goodbye Bafana,2007-02-11
Comedy,tt0060400,fr,Fantômas contre Scotland Yard,1967-03-16
Crime,tt0060400,fr,Fantômas contre Scotland Yard,1967-03-16
Adventure,tt0060400,fr,Fantômas contre Scotland Yard,1967-03-16
Fantasy,tt0060400,fr,Fantômas contre Scotland Yard,1967-03-16
Drama,tt0382222,en,The Penalty King,2006-11-07
Horror,tt0382222,en,The Penalty King,2006-11-07
Comedy,tt0382222,en,The Penalty King,2006-11-07
Fantasy,tt0104115,en,Doctor Mordrid,1992-11-02
Action,tt0104115,en,Doctor Mordrid,1992-11-02
Thriller,tt0104115,en,Doctor Mordrid,1992-11-02
Science Fiction,tt0104115,en,Doctor Mordrid,1992-11-02
Horror,tt0104115,en,Doctor Mordrid,1992-11-02
Adventure,tt0120669,en,Fear and Loathing in Las Vegas,1998-05-22
Drama,tt0120669,en,Fear and Loathing in Las Vegas,1998-05-22
Comedy,tt0120669,en,Fear and Loathing in Las Vegas,1998-05-22
Drama,tt0061735,en,Guess Who's Coming to Dinner,1967-12-11
Comedy,tt0061735,en,Guess Who's Coming to Dinner,1967-12-11
Action,tt0087985,en,Red Dawn,1984-08-10
Thriller,tt0087985,en,Red Dawn,1984-08-10
War,tt0087985,en,Red Dawn,1984-08-10
Drama,tt0087985,en,Red Dawn,1984-08-10
Documentary,tt0309093,fr,Les yeux dans les Bleus,1998-07-14
Drama,tt0042727,en,The Men,1950-08-25
Drama,tt0104797,en,Malcolm X,1992-11-18
History,tt0104797,en,Malcolm X,1992-11-18
Adventure,tt0087225,en,The Ewok Adventure,1985-02-06
Family,tt0087225,en,The Ewok Adventure,1985-02-06
Fantasy,tt0087225,en,The Ewok Adventure,1985-02-06
Science Fiction,tt0087225,en,The Ewok Adventure,1985-02-06
TV Movie,tt0087225,en,The Ewok Adventure,1985-02-06
Action,tt0087538,en,The Karate Kid,1984-06-22
Family,tt0087538,en,The Karate Kid,1984-06-22
Drama,tt0087538,en,The Karate Kid,1984-06-22
Drama,tt0422720,en,Marie Antoinette,2006-05-24
History,tt0422720,en,Marie Antoinette,2006-05-24
Romance,tt0060424,en,The Fortune Cookie,1966-10-19
Comedy,tt0060424,en,The Fortune Cookie,1966-10-19
Comedy,tt0059248,fr,"Faites vos jeux, mesdames",1965-04-05
Drama,tt0090830,en,Children of a Lesser God,1986-09-13
Romance,tt0090830,en,Children of a Lesser God,1986-09-13
Adventure,tt0080684,en,The Empire Strikes Back,1980-05-20
Action,tt0080684,en,The Empire Strikes Back,1980-05-20
Science Fiction,tt0080684,en,The Empire Strikes Back,1980-05-20
Adventure,tt0086190,en,Return of the Jedi,1983-05-25
Action,tt0086190,en,Return of the Jedi,1983-05-25
Science Fiction,tt0086190,en,Return of the Jedi,1983-05-25
Adventure,tt0120915,en,Star Wars: Episode I - The Phantom Menace,1999-05-19
Action,tt0120915,en,Star Wars: Episode I - The Phantom Menace,1999-05-19
Science Fiction,tt0120915,en,Star Wars: Episode I - The Phantom Menace,1999-05-19
Adventure,tt0121765,en,Star Wars: Episode II - Attack of the Clones,2002-05-15
Action,tt0121765,en,Star Wars: Episode II - Attack of the Clones,2002-05-15
Science Fiction,tt0121765,en,Star Wars: Episode II - Attack of the Clones,2002-05-15
Adventure,tt0121766,en,Star Wars: Episode III - Revenge of the Sith,2005-05-17
Action,tt0121766,en,Star Wars: Episode III - Revenge of the Sith,2005-05-17
Science Fiction,tt0121766,en,Star Wars: Episode III - Revenge of the Sith,2005-05-17
Drama,tt0445691,ca,Salvador (Puig Antich),2006-05-23
History,tt0445691,ca,Salvador (Puig Antich),2006-05-23
Drama,tt0425985,fr,Les filles du botaniste,2006-04-26
Thriller,tt0181865,en,Traffic,2000-03-23
Drama,tt0181865,en,Traffic,2000-03-23
Crime,tt0181865,en,Traffic,2000-03-23
Comedy,tt0385267,en,In Good Company,2004-12-29
Drama,tt0385267,en,In Good Company,2004-12-29
Romance,tt0385267,en,In Good Company,2004-12-29
Drama,tt0125659,es,Abre los ojos,1997-12-19
Thriller,tt0125659,es,Abre los ojos,1997-12-19
Science Fiction,tt0125659,es,Abre los ojos,1997-12-19
Mystery,tt0259711,en,Vanilla Sky,2001-12-10
Science Fiction,tt0259711,en,Vanilla Sky,2001-12-10
Drama,tt0259711,en,Vanilla Sky,2001-12-10
Romance,tt0259711,en,Vanilla Sky,2001-12-10
Fantasy,tt0259711,en,Vanilla Sky,2001-12-10
Thriller,tt0259711,en,Vanilla Sky,2001-12-10
Drama,tt0397535,en,Memoirs of a Geisha,2005-12-06
Romance,tt0397535,en,Memoirs of a Geisha,2005-12-06
History,tt0397535,en,Memoirs of a Geisha,2005-12-06
Romance,tt0065465,de,Die Bettwurst,1971-02-02
TV Movie,tt0065465,de,Die Bettwurst,1971-02-02
Music,tt0079924,de,Solo Sunny,1980-01-18
Drama,tt0079924,de,Solo Sunny,1980-01-18
Drama,tt0163978,en,The Beach,2000-02-03
Adventure,tt0163978,en,The Beach,2000-02-03
Romance,tt0163978,en,The Beach,2000-02-03
Thriller,tt0163978,en,The Beach,2000-02-03
Drama,tt0053946,en,Inherit the Wind,1960-07-07
History,tt0053946,en,Inherit the Wind,1960-07-07
Romance,tt0112883,en,Don Juan DeMarco,1994-10-12
Drama,tt0112883,en,Don Juan DeMarco,1994-10-12
Comedy,tt0112883,en,Don Juan DeMarco,1994-10-12
Comedy,tt0441795,de,SommerHundeSöhne,2005-09-08
Drama,tt0441795,de,SommerHundeSöhne,2005-09-08
Adventure,tt0120657,en,The 13th Warrior,1999-08-13
History,tt0120657,en,The 13th Warrior,1999-08-13
Action,tt0120657,en,The 13th Warrior,1999-08-13
Comedy,tt0810868,de,Free Rainer - Dein Fernseher lügt,2007-09-11
Drama,tt0810868,de,Free Rainer - Dein Fernseher lügt,2007-09-11
Drama,tt0369702,es,Mar adentro,2004-09-03
Comedy,tt0487027,de,FC Venus,2006-04-26
Romance,tt0487027,de,FC Venus,2006-04-26
Comedy,tt0102397,de,"Manta, Manta",1991-10-03
Action,tt0102397,de,"Manta, Manta",1991-10-03
Thriller,tt0326036,fr,Qui a tué Bambi ?,2003-12-24
Drama,tt0388311,he,Or,2004-09-09
Drama,tt0491747,en,Away from Her,2007-05-04
Romance,tt0491747,en,Away from Her,2007-05-04
Crime,tt0050271,en,Crime of Passion,1956-12-28
Drama,tt0050271,en,Crime of Passion,1956-12-28
Thriller,tt0050271,en,Crime of Passion,1956-12-28
Drama,tt0230838,en,Sweet November,2001-02-16
Romance,tt0230838,en,Sweet November,2001-02-16
Drama,tt0762110,en,Irina Palm,2007-02-13
Drama,tt0105665,en,Twin Peaks: Fire Walk with Me,1992-06-03
Mystery,tt0105665,en,Twin Peaks: Fire Walk with Me,1992-06-03
Horror,tt0105665,en,Twin Peaks: Fire Walk with Me,1992-06-03
Science Fiction,tt0078346,en,Superman,1978-12-13
Action,tt0078346,en,Superman,1978-12-13
Adventure,tt0078346,en,Superman,1978-12-13
Drama,tt0389738,de,Agnes und seine Brüder,2004-10-13
Drama,tt0328802,en,11'09''01 September 11,2002-09-04
Science Fiction,tt0286716,en,Hulk,2003-06-19
Adventure,tt0286716,en,Hulk,2003-06-19
Action,tt0286716,en,Hulk,2003-06-19
Action,tt0948470,en,The Amazing Spider-Man,2012-06-23
Adventure,tt0948470,en,The Amazing Spider-Man,2012-06-23
Fantasy,tt0948470,en,The Amazing Spider-Man,2012-06-23
Drama,tt0775539,en,Stomp the Yard,2007-05-16
Music,tt0775539,en,Stomp the Yard,2007-05-16
Horror,tt0230600,en,The Others,2001-08-02
Mystery,tt0230600,en,The Others,2001-08-02
Thriller,tt0230600,en,The Others,2001-08-02
Romance,tt0138097,en,Shakespeare in Love,1998-12-11
History,tt0138097,en,Shakespeare in Love,1998-12-11
Comedy,tt0138097,en,Shakespeare in Love,1998-12-11
Drama,tt0410639,fr,Les Sœurs fâchées,2004-11-21
Comedy,tt0410639,fr,Les Sœurs fâchées,2004-11-21
Adventure,tt0047422,en,River of No Return,1954-04-30
Western,tt0047422,en,River of No Return,1954-04-30
Drama,tt0051429,en,Bonjour Tristesse,1958-01-15
Romance,tt0051429,en,Bonjour Tristesse,1958-01-15
Crime,tt0044357,en,Angel Face,1953-01-02
Drama,tt0044357,en,Angel Face,1953-01-02
Drama,tt0037008,en,Laura,1944-10-11
Mystery,tt0037008,en,Laura,1944-10-11
Music,tt0053182,en,Porgy and Bess,1959-06-24
Drama,tt0053182,en,Porgy and Bess,1959-06-24
Romance,tt0053182,en,Porgy and Bess,1959-06-24
History,tt0053804,en,Exodus,1960-12-15
War,tt0053804,en,Exodus,1960-12-15
Drama,tt0053804,en,Exodus,1960-12-15
Mystery,tt0058997,en,Bunny Lake Is Missing,1965-10-03
Thriller,tt0058997,en,Bunny Lake Is Missing,1965-10-03
Action,tt0073637,en,Rosebud,1975-03-24
Thriller,tt0073637,en,Rosebud,1975-03-24
Drama,tt0348593,en,The Door in the Floor,2004-07-18
Drama,tt0110638,en,Nell,1994-12-23
Thriller,tt0110638,en,Nell,1994-12-23
Action,tt0120907,en,eXistenZ,1999-04-14
Thriller,tt0120907,en,eXistenZ,1999-04-14
Science Fiction,tt0120907,en,eXistenZ,1999-04-14
Horror,tt0120907,en,eXistenZ,1999-04-14
Drama,tt0350261,en,An Unfinished Life,2005-09-09
Action,tt0479884,en,Crank,2006-08-31
Thriller,tt0479884,en,Crank,2006-08-31
Crime,tt0479884,en,Crank,2006-08-31
Crime,tt0443706,en,Zodiac,2007-03-02
Drama,tt0443706,en,Zodiac,2007-03-02
Mystery,tt0443706,en,Zodiac,2007-03-02
Thriller,tt0443706,en,Zodiac,2007-03-02
Drama,tt0338216,en,Lucky You,2007-05-01
Romance,tt0338216,en,Lucky You,2007-05-01
Drama,tt0342735,da,Manderlay,2005-05-16
Science Fiction,tt0289879,en,The Butterfly Effect,2004-01-17
Thriller,tt0289879,en,The Butterfly Effect,2004-01-17
Drama,tt0080678,en,The Elephant Man,1980-10-09
History,tt0080678,en,The Elephant Man,1980-10-09
Drama,tt0302674,en,Gerry,2002-09-20
Adventure,tt0302674,en,Gerry,2002-09-20
Drama,tt0278435,en,Enough,2002-05-21
Thriller,tt0278435,en,Enough,2002-05-21
Comedy,tt0283832,fr,8 femmes,2002-02-06
Thriller,tt0283832,fr,8 femmes,2002-02-06
Mystery,tt0283832,fr,8 femmes,2002-02-06
Drama,tt0120257,en,Swept from the Sea,1998-01-23
Romance,tt0120257,en,Swept from the Sea,1998-01-23
Comedy,tt0489235,en,My Name Is Bruce,2007-10-01
Horror,tt0489235,en,My Name Is Bruce,2007-10-01
Fantasy,tt0489235,en,My Name Is Bruce,2007-10-01
Drama,tt0325733,de,Was nützt die Liebe in Gedanken,2004-02-12
Drama,tt0456470,ko,활,2005-05-12
Drama,tt0441762,de,Ein Freund von mir,2006-10-05
Crime,tt0120787,en,A Perfect Murder,1998-06-05
Thriller,tt0120787,en,A Perfect Murder,1998-06-05
Drama,tt0120787,en,A Perfect Murder,1998-06-05
War,tt0346491,en,Alexander,2004-11-21
History,tt0346491,en,Alexander,2004-11-21
Action,tt0346491,en,Alexander,2004-11-21
Adventure,tt0346491,en,Alexander,2004-11-21
Drama,tt0346491,en,Alexander,2004-11-21
Romance,tt0346491,en,Alexander,2004-11-21
Romance,tt0384814,en,Ask the Dust,2006-02-02
Drama,tt0384814,en,Ask the Dust,2006-02-02
Comedy,tt0119141,en,Fools Rush In,1997-02-14
Drama,tt0119141,en,Fools Rush In,1997-02-14
Romance,tt0119141,en,Fools Rush In,1997-02-14
Action,tt0416496,en,Bandidas,2006-01-18
Comedy,tt0416496,en,Bandidas,2006-01-18
Western,tt0416496,en,Bandidas,2006-01-18
Crime,tt0416496,en,Bandidas,2006-01-18
Horror,tt0391198,en,The Grudge,2004-10-22
Mystery,tt0391198,en,The Grudge,2004-10-22
